#{"t_start": 1774345005.0636501, "env_id": "None"}
r,l,t
-13.0,50,961.324671
-17.0,50,962.245782
-8.0,50,963.177512
-11.0,50,964.107959
-11.0,50,965.021814
-8.0,50,965.928547
-11.0,50,966.844973
-16.0,50,967.769891
-7.0,50,968.681431
-11.0,50,969.599474
-18.0,50,970.618618
-13.0,50,971.559904
-7.0,50,972.493941
-17.0,50,973.421908
-7.0,50,974.350654
-10.0,50,975.287501
-10.0,50,976.224859
-12.0,50,977.14508
-11.0,50,978.092728
-8.0,50,979.034848
-15.0,50,979.983024
-13.0,50,980.908215
-9.0,50,981.853656
-16.0,50,982.777081
-14.0,50,983.70435
-16.0,50,984.621258
-8.0,50,985.592755
-12.0,50,986.522145
-18.0,50,987.453413
-11.0,50,988.368508
-14.0,50,989.297561
-7.0,50,990.351556
-24.0,50,991.269852
-19.0,50,992.198439
-14.0,50,993.151999
-16.0,50,994.088143
-11.0,50,995.037964
-18.0,50,995.984063
-16.0,50,996.951319
-5.0,50,997.893332
-2.0,50,998.813959
-4.0,50,999.733184
-12.0,50,1000.71073
-9.0,50,1001.634439
-13.0,50,1002.555474
-14.0,50,1003.491407
-7.0,50,1004.442547
-6.0,50,1005.384816
-15.0,50,1006.298325
-18.0,50,1007.208924
-10.0,50,1008.188459
-26.0,50,1009.127681
-13.0,50,1010.086427
-11.0,50,1011.013397
-6.0,50,1011.962417
-14.0,50,1012.90858
-8.0,50,1013.838758
-12.0,50,1014.771628
-9.0,50,1015.734581
-10.0,50,1016.682453
-18.0,50,1017.603514
-21.0,50,1018.51971
-11.0,50,1019.456013
-20.0,50,1020.395842
-17.0,50,1021.332273
-5.0,50,1022.256876
-13.0,50,1023.184289
-17.0,50,1024.121866
-14.0,50,1025.056939
-8.0,50,1025.974818
-4.0,50,1027.605677
-11.0,50,1028.550624
-13.0,50,1029.520202
-10.0,50,1030.46045
-13.0,50,1031.384853
-10.0,50,1032.321143
-15.0,50,1033.24858
-13.0,50,1034.164343
-12.0,50,1035.089747
-12.0,50,1036.028309
-13.0,50,1036.951371
-8.0,50,1037.876087
-15.0,50,1038.802468
-14.0,50,1039.718607
-12.0,50,1040.647185
-16.0,50,1041.571631
-9.0,50,1042.494992
-8.0,50,1043.473354
-19.0,50,1044.398201
-5.0,50,1045.361111
-13.0,50,1046.292839
-23.0,50,1047.21795
-6.0,50,1048.13018
-14.0,50,1049.043757
-13.0,50,1049.971183
-12.0,50,1050.904202
-13.0,50,1051.82157
-8.0,50,1052.740382
-11.0,50,1053.673468
-15.0,50,1054.632113
-29.0,50,1055.560043
-10.0,50,1056.473376
-12.0,50,1057.403998
-11.0,50,1058.359193
-15.0,50,1059.27054
-14.0,50,1060.194522
-10.0,50,1061.126877
-14.0,50,1062.055121
-9.0,50,1062.98498
-11.0,50,1063.912223
-16.0,50,1064.851004
-13.0,50,1065.799975
-11.0,50,1066.716734
-7.0,50,1067.626628
-14.0,50,1068.551995
-12.0,50,1069.473022
