#{"t_start": 1774405746.7420816, "env_id": "None"}
r,l,t
-100.0,100,671.513109
-100.0,100,673.602002
-100.0,100,675.576712
-100.0,100,676.98259
-100.0,100,678.161582
-100.0,100,679.286253
-100.0,100,680.530908
-100.0,100,681.766038
-100.0,100,683.005026
-100.0,100,684.313836
-100.0,100,685.516794
-100.0,100,686.709159
-100.0,100,687.944669
-100.0,100,689.344952
-100.0,100,690.550166
-100.0,100,691.746255
-100.0,100,692.940408
-100.0,100,694.438909
-100.0,100,695.606224
-100.0,100,696.807251
-100.0,100,698.04854
-100.0,100,699.441864
-100.0,100,700.60601
-100.0,100,701.780988
-100.0,100,703.572215
-100.0,100,705.364145
-100.0,100,707.430701
-100.0,100,709.531152
-100.0,100,711.667087
-100.0,100,713.765027
-100.0,100,715.875705
-100.0,100,717.933217
-100.0,100,720.044371
-100.0,100,722.200082
-100.0,100,724.325526
-100.0,100,726.432407
-100.0,100,728.568296
-100.0,100,730.662345
-100.0,100,732.779311
-100.0,100,734.973037
-100.0,100,737.219008
-100.0,100,739.344549
-100.0,100,741.430784
-100.0,100,743.516125
-100.0,100,745.650221
-100.0,100,747.784073
-100.0,100,749.879898
-100.0,100,751.939376
-100.0,100,764.121495
-100.0,100,766.1859
-100.0,100,768.314437
-100.0,100,770.428505
-100.0,100,772.27142
-100.0,100,774.410894
-100.0,100,776.552299
-100.0,100,778.676398
-100.0,100,780.784725
-100.0,100,782.899437
-100.0,100,784.964302
-100.0,100,787.059023
-100.0,100,789.154735
-100.0,100,791.266541
-100.0,100,793.39361
-100.0,100,795.526968
-100.0,100,797.656982
-100.0,100,799.796407
-100.0,100,801.926748
-100.0,100,804.063701
-100.0,100,806.165022
-100.0,100,808.249471
-100.0,100,810.392576
-100.0,100,812.522705
-100.0,100,814.460678
-100.0,100,815.869146
-100.0,100,817.826618
-100.0,100,819.798824
-100.0,100,821.767818
-100.0,100,823.75329
-100.0,100,825.811707
-100.0,100,827.92906
-100.0,100,830.042254
-100.0,100,832.165521
-100.0,100,833.952046
-100.0,100,835.533368
-100.0,100,837.128262
-100.0,100,838.732882
-100.0,100,840.347541
-100.0,100,841.949159
-100.0,100,843.647696
-100.0,100,845.722607
-100.0,100,847.796319
-100.0,100,849.910559
-100.0,100,852.006075
-100.0,100,854.132935
-100.0,100,856.253597
